FacilityName,CSV_Latitude,CSV_Longitude,Latitude,Longitude,Business_Status,Is_Accurate
Holy Daniel Clinic,7.3333333,-2.33333330000004,N/A,N/A,NO DATA,false
SDA Hospital,7.3333333,-2.33333330000004,7.3452179,-2.3432731,OPERATIONAL,false
Anyekrom Health Centre,8.03966039999999,-2.38136209999993,7.946527,-1.023194,OPERATIONAL,false
Nyarko Maternity Home,8.03966039999999,-2.38136209999993,7.7196875,-2.5135625,OPERATIONAL,false
Zabrama Health Centre,8.0445086,-1.28910359999997,7.9914462,-1.3980247,OPERATIONAL,false
Adom Maternity Home,7.8685183,-1.75388169999996,8.067481599999999,-1.7222581,OPERATIONAL,false
Apesika Clinic,7.8685183,-1.75388169999996,7.9972832,-1.5474988,NO DATA,false
Mansie Clinic,7.8685183,-1.75388169999996,7.988023099999999,-1.9286527,OPERATIONAL,false
Brosankro Maternity Home,7.1315171,-2.02731900000003,7.0317091,-2.1033017,NO DATA,false
Psychiatric Clinic,7.68876849999999,-2.85771049999993,7.593538100000001,-2.78759,OPERATIONAL,false
Mercy Clinic,7.4041716,-2.44392530000004,7.4606552,-2.5975207,OPERATIONAL,false
Anyinasu CHPS,7.4041716,-2.44392530000004,N/A,N/A,NO DATA,false
Christian Eye Centre,7.75,-0.983333300000026,7.292387100000001,-2.2712611,OPERATIONAL,false
Bitre CHPS,6.827593,-2.698387,6.8079828,-2.516298,OPERATIONAL,false
Gyasikrom CHPS,6.827593,-2.698387,6.8117375,-2.7090781,OPERATIONAL,false
Ahmadiyya Muslim Hospital,6.827593,-2.698387,6.903,-2.5672,OPERATIONAL,false
WAM CHPS,6.827593,-2.698387,6.8079828,-2.516298,OPERATIONAL,false
Noberkaw CHPS,6.614815,-2.499992,6.651224099999999,-2.424577,NO DATA,false
1000 Acre CHPS,6.614815,-2.499992,N/A,N/A,NO DATA,false
New Saweresu CHPS,6.614815,-2.499992,5.696929,-2.1633701,OPERATIONAL,false
Goamu Koforidua CHPS,6.9577082,-2.42087130000004,7.053874899999999,-2.5021194,OPERATIONAL,false
ISOS Clinic,6.9577082,-2.42087130000004,6.983200000000001,-2.3853,OPERATIONAL,false
Blessed Family Maternity Home,6.9577082,-2.42087130000004,6.740390199999999,-1.6256041,OPERATIONAL,false
Nkaseim CHPS,6.9577082,-2.42087130000004,6.8637381,-2.4480536,NO DATA,false
Apenemadi CHPS,6.9577082,-2.42087130000004,6.1789003,-2.1192389,OPERATIONAL,false
MEM CHPS,7.75,-0.983333,7.754120899999999,-0.9844566999999999,NO DATA,true
Akomade Clinic,7.75,-0.983333,7.7498,-0.9880000000000001,OPERATIONAL,false
Adom Maternity Home,7.75,-0.983333,6.7161998,-0.8172336,OPERATIONAL,false
Garadima CHPS,7.75,-0.983333,7.708970300000001,-0.8092771,OPERATIONAL,false
Kumfia Clinic,7.75,-0.983333,7.7802,-1.2314,OPERATIONAL,false
Nyomoase CHPS,7.75,-0.983333,7.888287999999999,-0.9424623,OPERATIONAL,false
Namasua CHPS,7.45,-2.583333,7.512432199999999,-2.5479489,NO DATA,false
Tewbabi CHPS,7.45,-2.583333,5.5302875,-2.5674531,OPERATIONAL,false
RCH DHD,7.45,-2.583333,7.445210699999999,-2.5869953,OPERATIONAL,false
Clean Hands Maternity Home,7.45,-2.583333,N/A,N/A,NO DATA,false
Dr Larbi Clinic,7.45,-2.583333,7.453733499999999,-2.5829373,OPERATIONAL,true
Betco Clinic,7.45,-2.583333,7.453733499999999,-2.5829373,OPERATIONAL,true
Saviour Clinic,7.277284,-2.876257,7.275210899999999,-2.8679267,OPERATIONAL,false
Twumkrom CHPS,7.277284,-2.876257,7.2734861,-2.8608082,OPERATIONAL,false
Gonokrom CHPS,7.277284,-2.876257,7.2439992,-2.9566671,OPERATIONAL,false
New Chiraa PHC,7.277284,-2.876257,7.267062299999999,-2.8676879,OPERATIONAL,false
Kwakuanya Methodist Clinic,7.277284,-2.876257,6.9888,-2.9753,OPERATIONAL,false
Awiakrom Community Clinic,7.277284,-2.876257,7.267064700000001,-2.8677013,OPERATIONAL,false
Kofiboukrom CHPS,7.277284,-2.876257,7.2758534,-2.7149541,OPERATIONAL,false
Duadaso Rural Clinic,6.957708,-2.420871,7.9017,-2.6229,OPERATIONAL,false
Amanfoso CHPS,6.957708,-2.420871,7.9479047,-2.6958701,OPERATIONAL,false
Kokosua Rural Clinic,6.957708,-2.420871,7.860799999999999,-2.7562,OPERATIONAL,false
Atuna CHPS,6.957708,-2.420871,7.645664999999999,-2.8178291,NO DATA,false
Abuokrom CHPS,6.957708,-2.420871,7.645664999999999,-2.8178291,NO DATA,false
Tekese CHPS,6.957708,-2.420871,7.6938787,-2.7017163,NO DATA,false
Asempanaye CHPS,6.957708,-2.420871,7.7004263,-2.8658204,OPERATIONAL,false
Tanoso Community Health Nurses Training School,6.6148152,-2.49999179999997,7.2675643,-2.2356594,OPERATIONAL,false
Biaso Rural Clinic,6.9577082,-2.42087130000004,7.096243599999999,-2.715341,OPERATIONAL,false
Nankete CHPS,6.6148152,-2.49999179999997,6.618922899999999,-2.4789622,OPERATIONAL,false
Florence Maternity Home,7.277284,-2.876257,7.2743121,-2.8735344,OPERATIONAL,true
EMC Kwaku Any Maternity Home,7.277284,-2.876257,7.2710942,-2.8795822,OPERATIONAL,false
Adadiem Rural Clinic,7.9072974,-2.65864009999995,8.0254999,-2.5526,OPERATIONAL,false
Mayera Health Centre,7.9072974,-2.65864009999995,5.7206724,-0.2702068,OPERATIONAL,false
Kokoa Rural Clinic,7.9072974,-2.65864009999995,7.850590999999999,-2.6483007,OPERATIONAL,false
Suma Community Clinic,7.9072974,-2.65864009999995,7.9165,-2.7158,OPERATIONAL,false
Rabito Clinic,7.5666667,-1.70000000000004,7.492917599999999,-1.8322511,OPERATIONAL,false
Lassi CHPS,7.6111895,-0.45023679999997,7.3349414,-2.3123031,OPERATIONAL,false
Kwame Danso Hospital,7.6111895,-0.45023679999997,7.729947699999999,-0.6851063,OPERATIONAL,false
Techiman Poly. Clinic,7.5772222,-1.92916669999999,7.5799062,-1.9442674,OPERATIONAL,false
Market Clinic,7.5772222,-1.92916669999999,7.580799999999999,-1.9364,OPERATIONAL,false
Nkwaeso Clinic,7.5772222,-1.92916669999999,7.558899999999999,-1.9906,OPERATIONAL,false
Droboso Clinic,7.734117,-2.10357199999998,7.6988,-2.1077,OPERATIONAL,false
Christian Eye Centre,7.4041716,-2.44392530000004,7.292387100000001,-2.2712611,OPERATIONAL,false
Nkyekyemanu Rural Clinic,7.4041716,-2.44392530000004,7.478299999999999,-2.7897,OPERATIONAL,false
Kintampo Rural Health Training School,7.5977302,-1.93595930000003,8.0504035,-1.7276302,OPERATIONAL,false
Susec Clinic,7.3333333,-2.33333330000004,7.337599999999999,-2.3304999,OPERATIONAL,false
Notre Dame Sch. Clinic,7.3333333,-2.33333330000004,7.360434499999999,-2.3564279,OPERATIONAL,false
Ratchlik Clinic,7.3333333,-2.33333330000004,7.3448536,-2.3141166,OPERATIONAL,false
Scanstyle Clinic,6.91361,-2.56503,6.9138401,-2.5650997,OPERATIONAL,true
Atuahenekrom Clinic,7.3333333,-2.33333330000004,7.111599999999999,-2.3773,OPERATIONAL,false
Abesim Eye Clinic,7.3333333,-2.33333330000004,7.293552300000001,-2.300641600000001,OPERATIONAL,false
Fofie Memorial Clinic,7.3333333,-2.33333330000004,7.326717400000001,-2.3325701,OPERATIONAL,false
Holy Daniel Clinic,7.3333333,-2.33333330000004,N/A,N/A,NO DATA,false
SDA Hospital,7.3333333,-2.33333330000004,7.3452179,-2.3432731,OPERATIONAL,false
Anyekrom Health Centre,8.03966039999999,-2.38136209999993,7.946527,-1.023194,OPERATIONAL,false
Nyarko Maternity Home,8.03966039999999,-2.38136209999993,7.7196875,-2.5135625,OPERATIONAL,false
Zabrama Health Centre,8.0445086,-1.28910359999997,7.9914462,-1.3980247,OPERATIONAL,false
Adom Maternity Home,7.8685183,-1.75388169999996,8.067481599999999,-1.7222581,OPERATIONAL,false
Apesika Clinic,7.8685183,-1.75388169999996,7.9972832,-1.5474988,NO DATA,false
Mansie Clinic,7.8685183,-1.75388169999996,7.988023099999999,-1.9286527,OPERATIONAL,false
Brosankro Maternity Home,7.1315171,-2.02731900000003,7.0317091,-2.1033017,NO DATA,false
Psychiasdtric Unit,7.68876849999999,-2.85771049999993,N/A,N/A,NO DATA,false
Eye Clinic,7.68876849999999,-2.85771049999993,7.593538100000001,-2.78759,OPERATIONAL,false
Mercy Clinic,7.4041716,-2.44392530000004,7.4606552,-2.5975207,OPERATIONAL,false
Anyinasu Rural Health Clinic,7.4041716,-2.44392530000004,7.431299999999999,-2.5663,OPERATIONAL,false
Christian Eye Centre,7.75,-0.983333300000026,7.292387100000001,-2.2712611,OPERATIONAL,false
Abura Dunkwa RCH,5.34485,-1.17108,5.3282364,-1.1722528,OPERATIONAL,false
Baa Salvation Army Clinic,5.47564,-0.9336,5.475518399999999,-0.9336482999999999,OPERATIONAL,true
Ekukrom CHPS,5.4114,-1.05676,5.4031307,-1.0586153,OPERATIONAL,false
Nkodwo Nkojo CHPS,5.3557,-0.97178,N/A,N/A,NO DATA,false
Our Lady of Grace,5.58063,-0.99655,5.5806808,-0.9963075,OPERATIONAL,true
Odoben Health Centre,5.63314,-0.88531,5.633179600000001,-0.8853116,OPERATIONAL,true
Akoti Health Centre,5.77371,-1.24504,N/A,N/A,NO DATA,false
Cecilia & Sammy Maternity Home,5.694,-1.2738,5.962036299999999,-1.7771346,OPERATIONAL,false
Jakai Health Centre,5.40352,-1.20084,5.4035,-1.2008,OPERATIONAL,true
St. Jude Clinic,5.51756,-0.41646,5.5174987,-0.4163213,OPERATIONAL,true
Holy Family Maternity Home,5.52543,-0.42337,5.5251632,-0.4226433,OPERATIONAL,true
Connie's Maternity Home,5.53093,-0.42262,5.5683329,-0.4269952,OPERATIONAL,false
Justab Clinic,5.53349,-0.42904,5.5334206,-0.4293596,OPERATIONAL,true
Margo Maternity Home,5.52294,-0.48043,5.646353599999999,-0.4931381,OPERATIONAL,false
St. Joe's Clinic,5.5621,-0.44023,5.5619733,-0.4401927,OPERATIONAL,true
Mercy Wriketts Memorial Clinic,5.11197,-1.24952,5.1120981,-1.2495411,OPERATIONAL,true
Christian Eye Centre,5.1165,-1.27067,5.1162474,-1.2702768,OPERATIONAL,true
Stovie Medical Centre,5.11523,-1.27483,5.1150863,-1.2748234,OPERATIONAL,true
Mrboh Clinic,5.11022,-1.24777,5.1100989,-1.2478898,OPERATIONAL,true
Dominase Health Centre,5.35117,-1.09433,5.3512,-1.0943,OPERATIONAL,true
Anomabo Health Centre,5.17713,-1.12847,5.1762902,-1.1324896,OPERATIONAL,true
Biriwa Community Clinic,5.16601,-1.14999,5.1680434,-1.1469614,OPERATIONAL,true
Essuehyia Health Centre,5.3059,-0.88998,6.326269600000001,-0.3274755,OPERATIONAL,false
Nanabeng CHPS,5.24604,-0.94823,N/A,N/A,NO DATA,false
Otuam Health Centre,5.21913,-0.81071,5.8661778,-0.6566911,OPERATIONAL,false
St. Jude Blessing Clinic,5.16601,-1.19926,5.1657486,-1.1993193,OPERATIONAL,true
Fynba Clinic/Hospital,5.2624,-1.02119,5.2612368,-1.0208759,OPERATIONAL,true
Earthly Peace Clinic,5.27177,-1.01674,5.2716409,-1.0167777,OPERATIONAL,true
Prince Charles Clinic,5.27436,-1.01561,5.2743837,-1.0155601,OPERATIONAL,true
St. Anthony Maternity Home,5.26938,-1.01679,6.6397793,-1.4979578,OPERATIONAL,false
Saltpond Government Hospital,5.2045,-1.05614,5.204610800000001,-1.0562795,OPERATIONAL,true
Mankessim RCH/FP,5.27302,-1.03214,5.272835199999999,-1.0318954,OPERATIONAL,true
Mfantseman District Health Directorate,5.20422,-1.05516,5.2042094,-1.0551853,OPERATIONAL,true
Gods Gift Maternity Home,5.20422,-1.05516,N/A,N/A,NO DATA,false
Mercy Maternity & Fistula Women Centre,5.20422,-1.05516,5.2559358,-1.0152122,OPERATIONAL,false
Bethel Heamopatic CHPS,5.20422,-1.05516,N/A,N/A,NO DATA,false
Ebuakwa Community Clinic,5.20422,-1.05516,6.2977625,-1.8372344,OPERATIONAL,false
Immuna Clinic,5.20422,-1.05516,5.210166399999999,-0.8550766,OPERATIONAL,false
Kormantse Clinic,5.20422,-1.05516,5.1885,-1.1036999,OPERATIONAL,false
Srafa Kokodo Clinic,5.20422,-1.05516,N/A,N/A,NO DATA,false
Edumafa CHPS,5.20422,-1.05516,N/A,N/A,NO DATA,false
Ekrawfol CHPS,5.20422,-1.05516,N/A,N/A,NO DATA,false
Ekumpoano CHPS,5.20422,-1.05516,5.2070525,-0.9039994,OPERATIONAL,false
Eyisam CHPS,5.20422,-1.05516,N/A,N/A,NO DATA,false
Narkwa CHPS,5.20422,-1.05516,5.2047399,-1.1544963,NO DATA,false
Nsanfo CHPS,5.20422,-1.05516,5.222819599999999,-1.042486,OPERATIONAL,false
Taido CHPS,5.20422,-1.05516,N/A,N/A,NO DATA,false
Twifo Hemang Health Centre,5.49061,-1.53278,5.3713676,-1.4241426,NO DATA,false
Shed CHPS,5.42343,-1.5393,5.3713676,-1.4241426,NO DATA,false
Jukwa Health Centre,5.25963,-1.33296,5.259635299999999,-1.3329743,OPERATIONAL,true
Frami Community Clinic,5.30889,-1.3712,5.3713676,-1.4241426,NO DATA,false
Twifu-Hemang-Lower Denkyira District Health Directorate,5.6092,-1.54724,5.491292,-1.5329704,OPERATIONAL,false
Praso Hospital,5.61089,-1.54928,5.6106997,-1.5488606,OPERATIONAL,true
Wamaso CHPS,5.69832,-1.64432,5.3713676,-1.4241426,NO DATA,false
Mokwa Health Centre,5.70259,-1.60488,9.2917285,5.0581621,OPERATIONAL,false
St. Florence Maternity Home,5.67184,-1.54191,5.606000799999999,-1.5499461,OPERATIONAL,false
Twifo Praso Health Assistants Training School,5.67184,-1.54191,5.610609999999999,-1.5398999,OPERATIONAL,false
Topp Clinic,5.54685,-1.54687,5.3713676,-1.4241426,NO DATA,false
Pentecost Community Clinic,5.7457,-1.60402,5.6752253,-2.7505664,OPERATIONAL,false
Adade Kofi CHPS,5.7457,-1.60402,5.3713676,-1.4241426,NO DATA,false
Kayeriku CHPS,5.7457,-1.60402,5.3713676,-1.4241426,NO DATA,false
Kotokye CHPS,5.7457,-1.60402,5.3713676,-1.4241426,NO DATA,false
Nuamakrom CHPS,5.7457,-1.60402,5.3713676,-1.4241426,NO DATA,false
Dunkwa Hospital,5.96243,-1.77927,5.9635508,-1.7762202,OPERATIONAL,true
St. Mark Hospital,5.96779,-1.79029,5.968073899999999,-1.7909787,OPERATIONAL,true
Cecilia Maternity Clinic,5.96162,-1.78057,5.962036299999999,-1.7771346,OPERATIONAL,true
Upper Denkyira East District Health Directorate,5.9649,-1.779,5.874922499999999,-1.7344155,NO DATA,false
Kyekyewere Health Centre,5.91653,-1.67979,5.9165,-1.6798,OPERATIONAL,true
Oponso Health Centre,5.76519,-1.79897,5.7648761,-1.7987909,OPERATIONAL,true
Dunkwa Health Assistants Training School,5.76519,-1.79897,5.9653125,-1.7773125,OPERATIONAL,false
Buabin CHPS,5.88297,-1.75841,5.8762984,-1.7579384,NO DATA,false
Imbraim CHPS,5.81374,-1.77019,N/A,N/A,NO DATA,false
Dunkwa RCH,5.81374,-1.77019,5.965042899999999,-1.7803346,OPERATIONAL,false
Sunkwa Clinic,5.81374,-1.77019,6.4259951,-2.7122745,OPERATIONAL,false
Zion Clinic,5.81374,-1.77019,5.5697725,-0.3140979,OPERATIONAL,false
Agyempomah CHPS,5.81374,-1.77019,5.874922499999999,-1.7344155,NO DATA,false
Asikumah CHPS,5.81374,-1.77019,5.7408435,-2.1180315,OPERATIONAL,false
Asmah Camp CHPS,5.81374,-1.77019,6.301585600000001,-0.2047177,OPERATIONAL,false
Ntom CHPS,6.20034,-2.11999,N/A,N/A,NO DATA,false
S.D.A. Clinic,6.04646,-1.96497,6.045861899999999,-1.9643904,OPERATIONAL,true
Pentecost Health Centre,5.95786,-1.89896,5.6037379,-0.1869579,OPERATIONAL,false
St. John Clinic,6.00194,-1.92338,7.1762896,-2.0965561,OPERATIONAL,false
Diaso Health Centre,6.1527,-2.15153,6.1,-2.05,OPERATIONAL,false
Subin Health Centre,6.20041,-1.04273,6.200491599999999,-2.0425987,OPERATIONAL,false
Nkwatanan CHPS,6.20041,-1.04273,N/A,N/A,NO DATA,false
St. Andrews Anglican Clinic,6.05035,-1.95838,6.050260199999999,-1.958552,OPERATIONAL,true
Amoaman CHPS,6.05035,-1.95838,6.2726625,-2.0673594,OPERATIONAL,false
Anhwiawia CHPS,6.05035,-1.95838,6.0527875,-2.0025469,OPERATIONAL,false
Denkyira Obuasi CHPS,6.05035,-1.95838,6.1039967,-2.0481954,OPERATIONAL,false
Treposo CHPS,6.05035,-1.95838,6.079312499999999,-2.0204844,OPERATIONAL,false
Abakrampa Health Centre,5.24361,-1.23408,5.2539805,-1.2377421,OPERATIONAL,false
Nkwantanan CHPS,5.28076,-1.28954,5.2882034,-1.1929114,NO DATA,false
Abura-Asebu-Kwamankese District Health Directorate,5.3281,-1.1717,5.2882034,-1.1929114,NO DATA,false
Obohen CHPS,5.30269,-1.13868,5.2882034,-1.1929114,NO DATA,false
Kwamankese CHPS,5.29021,-1.09563,5.2882034,-1.1929114,NO DATA,false
Abura Dunkwa Hospital,5.34485,-1.17108,5.3454223,-1.1707467,OPERATIONAL,true
Gyabankrom CHPS,5.2788,-1.11699,5.282473,-1.1174458,OPERATIONAL,true
Ayeldu CHPS,5.33784,-1.12736,5.3282364,-1.1722528,OPERATIONAL,false
Asomdwee CHPS,5.33715,-1.28221,5.3282364,-1.1722528,OPERATIONAL,false
Asuansi Rural Clinic,5.30528,-1.25554,5.3053,-1.2555,OPERATIONAL,true
Asomdwee Clinic,5.33715,-1.28221,N/A,N/A,NO DATA,false
Moree Health Centre,5.13668,-1.19932,5.136550199999999,-1.1993509,OPERATIONAL,true
Putubiw CHPS,5.20157,-1.26566,5.2124631,-1.2097291,NO DATA,false
Amosima CHPS,5.20157,-1.26566,5.2882034,-1.1929114,NO DATA,false
Asebu CHPS,5.20157,-1.26566,5.2124631,-1.2097291,NO DATA,false
Asuansi CHPS,5.20157,-1.26566,5.298515,-1.262453,OPERATIONAL,false
Nyanfeku CHPS,5.20157,-1.26566,5.2882034,-1.1929114,NO DATA,false
Asafo Health Centre,5.5525,-0.66225,5.552499999999999,-0.6623,OPERATIONAL,true
Kwanyako Health Centre,5.59022,-0.6374,5.590199999999999,-0.6374,OPERATIONAL,true
Salvation Army Clinic,5.63113,-0.72601,5.6315852,-0.7275391,OPERATIONAL,true
Mankrong Health Centre,5.67169,-0.62054,5.6717,-0.6204999999999999,OPERATIONAL,true
Agona Nsaba Health Centre,5.65241,-0.75572,5.6524,-0.7556999999999999,OPERATIONAL,true
El-Shaddai Maternity Home,5.65241,-0.75572,5.5978838,-0.2554297,OPERATIONAL,false
Jonof Maternity Home,5.65241,-0.75572,N/A,N/A,NO DATA,false
Agona District Health Directorate,5.65241,-0.75572,5.6471423,-0.7539874999999999,OPERATIONAL,false
Mensakrom Clinic,5.65241,-0.75572,5.6040527,-0.7239112,OPERATIONAL,false
Kenyako CHPS,5.65241,-0.75572,N/A,N/A,NO DATA,false
Ofoase CHPS,5.65241,-0.75572,6.166127599999999,-1.1411261,OPERATIONAL,false
Otwekwa CHPS,5.65241,-0.75572,5.6033998,-0.6393702,NO DATA,false
Tawora CHPS,5.65241,-0.75572,5.5921375,-0.6654219,OPERATIONAL,false
Nkum Health Centre,5.6306,-0.83284,5.630599999999999,-0.8328,OPERATIONAL,true
Bobikuma Health Centre,5.55017,-0.85691,5.550243399999999,-0.8573991999999999,OPERATIONAL,true
Nyakrom Health Centre,5.60867,-0.79676,5.608682099999999,-0.7968980999999999,OPERATIONAL,true
Agona Swedru Govermnt Hospital,5.53532,-0.6926,5.534887800000001,-0.6927053,OPERATIONAL,true
Baiden Memoral Clinic,5.52597,-0.70704,5.5260019,-0.7071535,OPERATIONAL,true
Abodom Health Centre,5.53296,-0.82329,5.5330396,-0.8228434,OPERATIONAL,true
Ahmadiyya Muslim Hospital.,5.53852,-0.69956,5.5417514,-0.7010592999999999,OPERATIONAL,true
Glaco Maternity Home,5.53114,-0.69791,N/A,N/A,NO DATA,false
Agona Municipal Health Directorate,5.52313,-0.70139,5.523242499999999,-0.7014467,OPERATIONAL,true
Abigyakwa CHPS,5.52313,-0.70139,N/A,N/A,NO DATA,false
Dergewa Maternity Home,5.52313,-0.70139,5.5297741,-0.7054357,OPERATIONAL,false
Swedru RCH,5.52313,-0.70139,5.5202935,-0.6998594,OPERATIONAL,true
Swedru STI Clinic,5.52313,-0.70139,5.5202935,-0.6998594,OPERATIONAL,true
Nsuasa CHPS,5.52313,-0.70139,N/A,N/A,NO DATA,false
Nyamendam CHPS,5.52313,-0.70139,5.575225199999999,-0.6963503999999999,OPERATIONAL,false
Otsenkorang CHPS,5.71952,-0.82965,N/A,N/A,NO DATA,false
Ajumako Hospital,5.4237,-0.95484,5.4236037,-0.9548964999999999,OPERATIONAL,true
Ann's Maternity Home,5.48024,-0.93238,6.2968394,-1.523047,OPERATIONAL,false
Ajumako-Enyan-Essiam District Health Directorate,5.42363,-0.95545,5.4236037,-0.9548964999999999,OPERATIONAL,true
Bisease Health Centre,5.46482,-0.98895,5.464799999999999,-0.9890000000000001,OPERATIONAL,true
Enyan Abaasa Health Centre,5.35401,-0.95244,5.3539999,-0.9523999,OPERATIONAL,true
Kwanyako Community Clinic,5.45035,-0.87345,5.4503908,-0.8734921,OPERATIONAL,true
Sunkwa Community Clinic,5.35854,-1.05088,5.358499999999999,-1.0509,OPERATIONAL,true
Zion Clinic,5.39407,-0.98212,5.3938375,-0.9820991000000001,OPERATIONAL,true
Enyan-Maim Community Clinic,5.31384,-1.01756,5.3138364,-1.0176008,OPERATIONAL,true
Nkwantanum Health Centre,5.41199,-0.97646,5.4405237,-1.051339,OPERATIONAL,false
Abaasa Health Centre,5.41199,-0.97646,5.3539999,-0.9523999,OPERATIONAL,false
Ajumako RCH,5.41199,-0.97646,5.4639495,-0.9366844999999999,NO DATA,false
Ahomakormbua CHPS,5.41199,-0.97646,5.4349963,-1.0203224,NO DATA,false
Ayinasu CHPS,5.41199,-0.97646,5.4349963,-1.0203224,NO DATA,false
Ekwamase CHPS,5.41199,-0.97646,5.4349963,-1.0203224,NO DATA,false
Kromaim CHPS,5.41199,-0.97646,5.4349963,-1.0203224,NO DATA,false
Mando CHPS,5.41199,-0.97646,5.3895424,-0.9290818,NO DATA,false
Obontsir CHPS,5.41199,-0.97646,5.4349963,-1.0203224,NO DATA,false
Yeboah CHPS,5.41199,-0.97646,5.4349963,-1.0203224,NO DATA,false
Anhwiam CHPS,5.64501,-1.14176,5.644971099999999,-0.9820667999999999,NO DATA,false
Asikuma RCH,5.5903,-0.99457,5.590326399999999,-0.9944935,OPERATIONAL,true
Bedum CHPS,5.52583,-1.00691,5.5257893,-1.0062764,NO DATA,true
Asikuma-Odoben-Brakwa District Health Directorate,5.57791,-1.00412,5.5778951,-1.0041157,OPERATIONAL,true
Brakwa Health Centre,5.69912,-0.98457,5.6996666,-0.9860291,OPERATIONAL,true
Amanfopong CHPS,5.73664,-1.0124,5.7353687,-1.0110306,OPERATIONAL,true
Ocran Maternity Home,5.73664,-1.0124,6.7161998,-0.8172336,OPERATIONAL,false
Ayipey CHPS,5.73664,-1.0124,5.644971099999999,-0.9820667999999999,NO DATA,false
Jamra CHPS,5.73664,-1.0124,5.6460422,-1.0089228,OPERATIONAL,false
Nankese CHPS,5.73664,-1.0124,5.7023059,-0.8876911,OPERATIONAL,false
Sowotuom CHPS,5.73664,-1.0124,6.006938799999999,-0.5168391,OPERATIONAL,false
Bereku Health Centre,5.86629,-1.33988,5.8663,-1.3399,OPERATIONAL,true
Kushea Health Centre,5.87468,-1.44857,5.873087300000001,-1.4507187,NO DATA,true
Rex Maternity Home,5.92693,-1.35901,35.817301,-78.7032203,OPERATIONAL,false
Ebenezer Clinic & Matenity Home .,5.69698,-1.27703,6.7111962,-1.6405292,OPERATIONAL,false
St. Francis Xavier Hospital,5.6996,-1.28136,5.698347099999999,-1.2812049,OPERATIONAL,true
Bediadua Health Centre,5.77557,-1.49475,5.7756,-1.4947999,OPERATIONAL,true
Assin North District Health Directorate,5.69988,-1.27863,5.8547383,-1.4048249,NO DATA,false
Assin Praso Health Centre,5.92382,-1.35979,5.9283768,-1.3617433,OPERATIONAL,false
Akropong Odumase CHPS,5.92382,-1.35979,5.958234099999999,-0.09999699999999999,OPERATIONAL,false
Awisem CHPS,5.92382,-1.35979,5.8547383,-1.4048249,NO DATA,false
Endwa CHPS,5.92382,-1.35979,5.8547383,-1.4048249,NO DATA,false
Assin Manso Health Centre,5.52409,-1.16766,5.5240011,-1.1675834,OPERATIONAL,true
Ongwa Health Centre,5.68002,-1.39811,5.6300233,-1.3982084,OPERATIONAL,false
Assin South District Health Directorate,5.46162,-1.23531,5.4693479,-1.1570173,OPERATIONAL,false
Nyankumasi Ahenkro Health Centre,5.38334,-1.14932,6.8716896,-1.6413547,OPERATIONAL,false
Nsuta Presby Clinic,5.62802,-1.23251,5.630991799999999,-1.2358561,OPERATIONAL,true
Anyinabrim Health Centre,5.60888,-1.23531,6.369034699999999,-2.551338,OPERATIONAL,false
Aboabo CHPS,5.60888,-1.23531,6.0891611,-0.9370333000000001,OPERATIONAL,false
Amoabeng CHPS,5.60888,-1.23531,N/A,N/A,NO DATA,false
Ochiso CHPS,5.60888,-1.23531,5.4028477,-0.9791569999999998,OPERATIONAL,false
Fausty's Maternity Home,5.67413,-0.55933,5.5195405,-0.4879916,OPERATIONAL,false
Bontrase Health Centre,5.60814,-0.55929,5.608006899999999,-0.559334,OPERATIONAL,true
Awutu Health Centre,5.51293,-0.51456,5.5128417,-0.5146354,OPERATIONAL,true
Humble Home Clinic,5.51331,-0.5118,5.513267,-0.5118001999999999,OPERATIONAL,true
Bawjiase Health Centre,5.68429,-0.55172,5.685053099999999,-0.5525346,OPERATIONAL,true
Kasoa Health Centre,5.53382,-0.42641,5.5406675,-0.4282524,OPERATIONAL,false
Central Kasoa Clinic,5.54114,-0.42817,5.5406675,-0.4282524,OPERATIONAL,true
Senya Bereku Health Centre,5.39045,-0.49727,5.5128417,-0.5146354,OPERATIONAL,false
Chirsty's Maternity Home,5.30355,-0.31051,5.5683329,-0.4269952,OPERATIONAL,false
Marfred Maternity Home,5.30355,-0.31051,5.646353599999999,-0.4931381,OPERATIONAL,false
Mighty Crag Marternity Home,5.30355,-0.31051,N/A,N/A,NO DATA,false
Wesely Maternity Home,5.32045,-0.2626,5.5234489,-0.4568265,OPERATIONAL,false
Thinking Clinic,5.30437,-0.30544,N/A,N/A,NO DATA,false
Adawukwa CHPS,5.30437,-0.30544,5.5161859,-0.5144491,OPERATIONAL,false
Ahentia CHPS,5.33206,-0.31457,5.5161859,-0.5144491,OPERATIONAL,false
Akrabon CHPS,5.61691,-0.56952,5.5161859,-0.5144491,OPERATIONAL,false
Mayenda CHPS,5.61691,-0.56952,5.6985345,-0.6068586,OPERATIONAL,false
Ofaakor CHPS,5.61691,-0.56952,5.5881702,-0.4521384000000001,OPERATIONAL,false
Ofadaa CHPS,5.61691,-0.56952,5.727663799999999,-0.5464534000000001,OPERATIONAL,false
Okwampa CHPS,5.61691,-0.56952,5.7186413,-0.5783758,OPERATIONAL,false
Opeikuma CHPS,5.61691,-0.56952,5.558198099999999,-0.4759414999999999,OPERATIONAL,false
Papaase CHPS,5.61691,-0.56952,5.6223332,-0.4707924000000001,OPERATIONAL,false
